股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
3037,欣興,20210000,20330000,120000,6.6,7.38,0.78,增加
8996,高力熱處理工業,802000,1102000,300000,0.33,0.43,0.1,增加
2383,台光電,4863000,4863000,0,9.6,10.0,0.4,權重增加
2330,台積電,12134000,12134000,0,9.3,9.43,0.13,權重增加
6669,緯穎科技服務,2496000,2496000,0,5.14,5.35,0.21,權重增加
2345,智邦科技,6594000,6594000,0,4.85,4.89,0.04,權重增加
2308,台達電,7070000,7070000,0,4.27,4.32,0.05,權重增加
3653,健策,2375000,2375000,0,3.69,4.11,0.42,權重增加
8046,南電,9634000,9634000,0,4.02,4.04,0.02,權重增加
3711,日月光投資控股,19529000,19529000,0,3.85,3.89,0.04,權重增加
2303,聯電,87718000,87718000,0,3.4,3.45,0.05,權重增加
6805,富世達,2265000,2265000,0,1.31,1.41,0.1,權重增加
2449,京元電子,11295450,11295450,0,0.89,0.91,0.02,權重增加
8210,勤誠興業,2497000,2497000,0,0.8,0.82,0.02,權重增加
6187,萬潤,1334000,1334000,0,0.54,0.6,0.06,權重增加
2360,致茂電子,622000,622000,0,0.46,0.48,0.02,權重增加
4979,華星光,2424000,2424000,0,0.41,0.43,0.02,權重增加
4958,臻鼎-KY,1682000,1682000,0,0.26,0.27,0.01,權重增加
2454,聯發科技,5448000,5448000,0,7.34,7.15,-0.19,權重減少
3017,奇鋐科技,5900000,5900000,0,6.11,6.02,-0.09,權重減少
2327,國巨*,25437000,25437000,0,5.06,5.01,-0.05,權重減少
6223,旺矽科技,2443000,2443000,0,5.04,4.59,-0.45,權重減少
3665,貿聯-KY,4616848,4616848,0,3.25,3.19,-0.06,權重減少
6274,台燿,5499000,5499000,0,2.95,2.85,-0.1,權重減少
5274,信驊科技,484900,484900,0,2.75,2.67,-0.08,權重減少
6510,精測,478000,478000,0,0.46,0.45,-0.01,權重減少
3264,欣銓科技,5918000,5918000,0,0.43,0.42,-0.01,權重減少
2368,金像電,4000000,3500000,-500000,1.3,1.15,-0.15,減少
6515,穎崴科技,13000,1000,-12000,0.03,0.0,-0.03,減少
6278,台表科,3250000,3250000,0,0.18,0.18,0.0,無變化
6271,同欣電,2224000,2224000,0,0.14,0.14,0.0,無變化
3376,新日興,1741000,1741000,0,0.11,0.11,0.0,無變化
6191,精成科,3988000,3988000,0,0.11,0.11,0.0,無變化
2002,中鋼,5163000,5163000,0,0.03,0.03,0.0,無變化
4966,譜瑞-KY,140000,140000,0,0.03,0.03,0.0,無變化
1590,亞德客-KY,1000,1000,0,0.0,0.0,0.0,無變化
2313,華通,1000,1000,0,0.0,0.0,0.0,無變化
2317,鴻海精密工業,1000,1000,0,0.0,0.0,0.0,無變化
2382,廣達電腦,1000,1000,0,0.0,0.0,0.0,無變化
2408,南亞科技,1000,1000,0,0.0,0.0,0.0,無變化
2439,美律,1000,1000,0,0.0,0.0,0.0,無變化
2481,強茂,5000,5000,0,0.0,0.0,0.0,無變化
3008,大立光,1000,1000,0,0.0,0.0,0.0,無變化
3443,創意,1000,1000,0,0.0,0.0,0.0,無變化
3533,嘉澤端子工業,1000,1000,0,0.0,0.0,0.0,無變化
3661,世芯-KY,1000,1000,0,0.0,0.0,0.0,無變化
5347,世界先進,1000,1000,0,0.0,0.0,0.0,無變化
6488,環球晶,1000,1000,0,0.0,0.0,0.0,無變化
8150,南茂科技,1000,1000,0,0.0,0.0,0.0,無變化
8358,金居,1000,1000,0,0.0,0.0,0.0,無變化
