股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
2330,台積電,11960000,11960000,0,9.89,10.33,0.44,權重增加
2454,聯發科技,5037000,5037000,0,7.14,7.3,0.16,權重增加
2345,智邦科技,6334000,6334000,0,5.86,5.88,0.02,權重增加
2303,聯電,86550000,86550000,0,4.99,5.04,0.05,權重增加
3017,奇鋐科技,5191000,5191000,0,4.84,4.87,0.03,權重增加
3665,貿聯-KY,4833848,4833848,0,3.26,3.3,0.04,權重增加
3711,日月光投資控股,12742000,12742000,0,2.94,3.04,0.1,權重增加
3653,健策,2267000,2267000,0,2.62,2.64,0.02,權重增加
8210,勤誠興業,2267000,2267000,0,1.0,1.03,0.03,權重增加
6147,頎邦,6275000,6275000,0,0.46,0.48,0.02,權重增加
6187,萬潤,1334000,1334000,0,0.46,0.48,0.02,權重增加
5439,高技,3528000,3528000,0,0.42,0.43,0.01,權重增加
2449,京元電子,3427000,3427000,0,0.39,0.42,0.03,權重增加
3264,欣銓科技,1508000,1508000,0,0.13,0.14,0.01,權重增加
2327,國巨*,25098000,25098000,0,8.87,8.86,-0.01,權重減少
2383,台光電,4486000,4486000,0,9.22,8.62,-0.6,權重減少
6223,旺矽科技,2382000,2382000,0,5.94,5.73,-0.21,權重減少
3037,欣興,15203000,15203000,0,4.98,4.89,-0.09,權重減少
6669,緯穎科技服務,2417000,2417000,0,4.3,4.27,-0.03,權重減少
2368,金像電,8315000,8315000,0,3.67,3.58,-0.09,權重減少
8046,南電,8949000,8949000,0,3.59,3.38,-0.21,權重減少
6274,台燿,5160000,5160000,0,3.12,2.95,-0.17,權重減少
5274,信驊科技,379000,379000,0,2.21,2.17,-0.04,權重減少
6515,穎崴科技,226000,226000,0,0.76,0.71,-0.05,權重減少
6510,精測,411000,411000,0,0.46,0.44,-0.02,權重減少
1590,亞德客-KY,530000,528000,-2000,0.26,0.26,0.0,減少
2308,台達電,5052000,5052000,0,3.54,3.54,0.0,無變化
6805,富世達,1811000,1811000,0,1.0,1.0,0.0,無變化
6278,台表科,4334000,4334000,0,0.31,0.31,0.0,無變化
6271,同欣電,2966000,2966000,0,0.28,0.28,0.0,無變化
6191,精成科,3988000,3988000,0,0.15,0.15,0.0,無變化
3376,新日興,1741000,1741000,0,0.12,0.12,0.0,無變化
2002,中鋼,5163000,5163000,0,0.03,0.03,0.0,無變化
4966,譜瑞-KY,140000,140000,0,0.03,0.03,0.0,無變化
6488,環球晶,50000,50000,0,0.02,0.02,0.0,無變化
1815,富喬工業,107000,107000,0,0.0,0.0,0.0,無變化
2313,華通,1000,1000,0,0.0,0.0,0.0,無變化
2317,鴻海精密工業,1000,1000,0,0.0,0.0,0.0,無變化
2382,廣達電腦,1000,1000,0,0.0,0.0,0.0,無變化
2439,美律,1000,1000,0,0.0,0.0,0.0,無變化
2481,強茂,5000,5000,0,0.0,0.0,0.0,無變化
3008,大立光,1000,1000,0,0.0,0.0,0.0,無變化
3443,創意,1000,1000,0,0.0,0.0,0.0,無變化
3533,嘉澤端子工業,1000,1000,0,0.0,0.0,0.0,無變化
3661,世芯-KY,1000,1000,0,0.0,0.0,0.0,無變化
4958,臻鼎-KY,1000,1000,0,0.0,0.0,0.0,無變化
5347,世界先進,1000,1000,0,0.0,0.0,0.0,無變化
8150,南茂科技,1000,1000,0,0.0,0.0,0.0,無變化
8358,金居,1000,1000,0,0.0,0.0,0.0,無變化
8996,高力熱處理工業,1000,1000,0,0.0,0.0,0.0,無變化
