股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
3711,日月光投資控股,15770000,16135000,365000,3.93,4.07,0.14,增加
2449,京元電子,4119000,5193000,1074000,0.46,0.61,0.15,增加
2330,台積電,11960000,11960000,0,10.64,10.92,0.28,權重增加
2454,聯發科技,5131000,5131000,0,7.0,7.02,0.02,權重增加
2345,智邦科技,6334000,6334000,0,5.4,5.43,0.03,權重增加
6669,緯穎科技服務,2417000,2417000,0,4.49,4.57,0.08,權重增加
3017,奇鋐科技,5191000,5191000,0,4.1,4.27,0.17,權重增加
2308,台達電,5181000,5181000,0,3.57,3.65,0.08,權重增加
3665,貿聯-KY,4833848,4833848,0,3.37,3.49,0.12,權重增加
3653,健策,2267000,2267000,0,2.71,2.85,0.14,權重增加
5274,信驊科技,448900,448900,0,2.28,2.31,0.03,權重增加
8210,勤誠興業,2267000,2267000,0,0.95,0.98,0.03,權重增加
6805,富世達,1811000,1811000,0,0.92,0.95,0.03,權重增加
6271,同欣電,2966000,2966000,0,0.24,0.25,0.01,權重增加
3264,欣銓科技,1508000,1508000,0,0.12,0.13,0.01,權重增加
2383,台光電,4653000,4653000,0,8.62,8.59,-0.03,權重減少
2327,國巨*,25098000,25098000,0,7.3,7.2,-0.1,權重減少
6223,旺矽科技,2443000,2443000,0,5.64,5.62,-0.02,權重減少
3037,欣興,16607000,16607000,0,5.67,5.42,-0.25,權重減少
2303,聯電,86550000,86550000,0,5.24,5.12,-0.12,權重減少
8046,南電,9519000,9519000,0,4.91,4.49,-0.42,權重減少
2368,金像電,8315000,8315000,0,3.11,3.09,-0.02,權重減少
6274,台燿,5160000,5160000,0,2.7,2.47,-0.23,權重減少
6147,頎邦,6275000,6275000,0,0.47,0.46,-0.01,權重減少
6510,精測,349000,349000,0,0.36,0.35,-0.01,權重減少
6515,穎崴科技,204000,130000,-74000,0.54,0.32,-0.22,減少
6488,環球晶,50000,1000,-49000,0.03,0.0,-0.03,減少
6187,萬潤,1334000,1334000,0,0.53,0.53,0.0,無變化
5439,高技,3528000,3528000,0,0.38,0.38,0.0,無變化
6278,台表科,4334000,4334000,0,0.28,0.28,0.0,無變化
1590,亞德客-KY,528000,528000,0,0.26,0.26,0.0,無變化
6191,精成科,3988000,3988000,0,0.14,0.14,0.0,無變化
3376,新日興,1741000,1741000,0,0.13,0.13,0.0,無變化
2002,中鋼,5163000,5163000,0,0.04,0.04,0.0,無變化
4966,譜瑞-KY,140000,140000,0,0.03,0.03,0.0,無變化
1815,富喬工業,107000,107000,0,0.0,0.0,0.0,無變化
2313,華通,1000,1000,0,0.0,0.0,0.0,無變化
2317,鴻海精密工業,1000,1000,0,0.0,0.0,0.0,無變化
2382,廣達電腦,1000,1000,0,0.0,0.0,0.0,無變化
2439,美律,1000,1000,0,0.0,0.0,0.0,無變化
2481,強茂,5000,5000,0,0.0,0.0,0.0,無變化
3008,大立光,1000,1000,0,0.0,0.0,0.0,無變化
3443,創意,1000,1000,0,0.0,0.0,0.0,無變化
3533,嘉澤端子工業,1000,1000,0,0.0,0.0,0.0,無變化
3661,世芯-KY,1000,1000,0,0.0,0.0,0.0,無變化
4958,臻鼎-KY,1000,1000,0,0.0,0.0,0.0,無變化
5347,世界先進,1000,1000,0,0.0,0.0,0.0,無變化
8150,南茂科技,1000,1000,0,0.0,0.0,0.0,無變化
8358,金居,1000,1000,0,0.0,0.0,0.0,無變化
8996,高力熱處理工業,1000,1000,0,0.0,0.0,0.0,無變化
