股票代號,股票名稱,持有股數_昨日,持有股數_今日,股數變化,權重(%)_昨日,權重(%)_今日,權重變化(%),變化
2383,台光電,4486000,4486000,0,8.38,8.6,0.22,權重增加
2454,聯發科,5037000,5037000,0,7.37,7.42,0.05,權重增加
2345,智邦,6334000,6334000,0,5.69,5.91,0.22,權重增加
6223,旺矽,2382000,2382000,0,5.38,5.86,0.48,權重增加
3017,奇鋐,5191000,5191000,0,4.59,4.82,0.23,權重增加
6669,緯穎,2417000,2417000,0,4.11,4.26,0.15,權重增加
2368,金像電,8315000,8315000,0,3.42,3.48,0.06,權重增加
3665,貿聯-KY,4833848,4833848,0,3.28,3.34,0.06,權重增加
3711,日月光投控,12742000,12742000,0,3.02,3.14,0.12,權重增加
6274,台燿,5160000,5160000,0,2.94,2.96,0.02,權重增加
3653,健策,2267000,2267000,0,2.6,2.67,0.07,權重增加
5274,信驊,379000,379000,0,2.19,2.28,0.09,權重增加
8210,勤誠,2267000,2267000,0,0.99,1.01,0.02,權重增加
6515,穎崴,252000,252000,0,0.76,0.8,0.04,權重增加
2449,京元電子,3808000,3808000,0,0.43,0.45,0.02,權重增加
5439,高技,3528000,3528000,0,0.38,0.42,0.04,權重增加
6278,台表科,4334000,4334000,0,0.3,0.32,0.02,權重增加
6191,精成科,3988000,3988000,0,0.14,0.15,0.01,權重增加
3264,欣銓,1508000,1508000,0,0.12,0.13,0.01,權重增加
2330,台積電,11960000,11960000,0,10.11,10.0,-0.11,權重減少
2327,國巨*,25098000,25098000,0,9.66,8.98,-0.68,權重減少
3037,欣興,15203000,15203000,0,5.34,5.05,-0.29,權重減少
2303,聯電,86550000,86550000,0,4.94,4.86,-0.08,權重減少
2308,台達電,5614000,5614000,0,3.77,3.75,-0.02,權重減少
8046,南電,8949000,8949000,0,3.55,3.47,-0.08,權重減少
6805,富世達,1811000,1811000,0,1.04,1.03,-0.01,權重減少
6147,頎邦,6275000,6275000,0,0.46,0.45,-0.01,權重減少
6187,萬潤,1334000,1334000,0,0.48,0.45,-0.03,權重減少
6271,同欣電,2966000,2966000,0,0.29,0.27,-0.02,權重減少
6510,精測,636000,457000,-179000,0.71,0.5,-0.21,減少
3533,嘉澤,416000,291000,-125000,0.3,0.21,-0.09,減少
6488,環球晶,350000,50000,-300000,0.13,0.02,-0.11,減少
8358,金居,490000,1000,-489000,0.1,0.0,-0.1,減少
1590,亞德客-KY,530000,530000,0,0.25,0.25,0.0,無變化
3376,新日興,1741000,1741000,0,0.11,0.11,0.0,無變化
2002,中鋼,5163000,5163000,0,0.03,0.03,0.0,無變化
4966,譜瑞-KY,140000,140000,0,0.03,0.03,0.0,無變化
1815,富喬,107000,107000,0,0.0,0.0,0.0,無變化
2313,華通,1000,1000,0,0.0,0.0,0.0,無變化
2317,鴻海,1000,1000,0,0.0,0.0,0.0,無變化
2382,廣達,1000,1000,0,0.0,0.0,0.0,無變化
2439,美律,1000,1000,0,0.0,0.0,0.0,無變化
2481,強茂,5000,5000,0,0.0,0.0,0.0,無變化
3008,大立光,1000,1000,0,0.0,0.0,0.0,無變化
3443,創意,1000,1000,0,0.0,0.0,0.0,無變化
3661,世芯-KY,1000,1000,0,0.0,0.0,0.0,無變化
4958,臻鼎-KY,1000,1000,0,0.0,0.0,0.0,無變化
5347,世界,1000,1000,0,0.0,0.0,0.0,無變化
8150,南茂,1000,1000,0,0.0,0.0,0.0,無變化
8996,高力,1000,1000,0,0.0,0.0,0.0,無變化
